fund,family,method,rebalance_date,estimation_start,estimation_end,holding_end,observations,turnover,max_weight_observed
Crypto Minimum Variance,Crypto,min_variance,2023-09-01,2022-09-01,2023-08-31,2023-09-30,365,0.0882402244263445,0.25000000000000006
Crypto Minimum Variance,Crypto,min_variance,2023-10-01,2022-10-01,2023-09-30,2023-10-31,365,0.10149898062758139,0.25
Crypto Minimum Variance,Crypto,min_variance,2023-11-01,2022-11-01,2023-10-31,2023-11-30,365,0.04803110010195268,0.25
Crypto Minimum Variance,Crypto,min_variance,2023-12-01,2022-12-01,2023-11-30,2023-12-31,365,0.06488283560409422,0.25000000000000006
Crypto Maximum Sharpe,Crypto,max_sharpe,2021-01-01,2020-01-02,2020-12-31,2021-01-31,365,0.0,0.2500000000000002
Crypto Maximum Sharpe,Crypto,max_sharpe,2021-02-01,2020-02-02,2021-01-31,2021-02-28,365,0.11183619911839035,0.2499999999999999
Crypto Maximum Sharpe,Crypto,max_sharpe,2021-03-01,2020-03-01,2021-02-28,2021-03-31,365,0.031851717784275785,0.2500000000000005
Crypto Maximum Sharpe,Crypto,max_sharpe,2021-04-01,2020-04-01,2021-03-31,2021-04-30,365,0.2039515840294375,0.25000000000000017
Crypto Maximum Sharpe,Crypto,max_sharpe,2021-05-01,2020-05-01,2021-04-30,2021-05-31,365,0.08823255877173578,0.24999999999999978
Crypto Maximum Sharpe,Crypto,max_sharpe,2021-06-01,2020-06-01,2021-05-31,2021-06-30,365,0.16744723485154786,0.2499999999999996
Crypto Maximum Sharpe,Crypto,max_sharpe,2021-07-01,2020-07-01,2021-06-30,2021-07-31,365,0.029804853361566082,0.2500000000000001
Crypto Maximum Sharpe,Crypto,max_sharpe,2021-08-01,2020-08-01,2021-07-31,2021-08-31,365,0.003546472712960195,0.2500000000000005
Crypto Maximum Sharpe,Crypto,max_sharpe,2021-09-01,2020-09-01,2021-08-31,2021-09-30,365,0.010703676637257173,0.2500000000000005
Crypto Maximum Sharpe,Crypto,max_sharpe,2021-10-01,2020-10-01,2021-09-30,2021-10-31,365,0.006218662394953209,0.25000000000000006
Crypto Maximum Sharpe,Crypto,max_sharpe,2021-11-01,2020-11-01,2021-10-31,2021-11-30,365,0.0020100343392157193,0.2500000000000001
Crypto Maximum Sharpe,Crypto,max_sharpe,2021-12-01,2020-12-01,2021-11-30,2021-12-31,365,0.051470759582382,0.25
Crypto Maximum Sharpe,Crypto,max_sharpe,2022-01-01,2021-01-01,2021-12-31,2022-01-31,365,0.2500000000000005,0.24999999999999983
Crypto Maximum Sharpe,Crypto,max_sharpe,2022-02-01,2021-02-01,2022-01-31,2022-02-28,365,0.24999999999999983,0.25
Crypto Maximum Sharpe,Crypto,max_sharpe,2022-03-01,2021-03-01,2022-02-28,2022-03-31,365,0.25,0.25
Crypto Maximum Sharpe,Crypto,max_sharpe,2022-04-01,2021-04-01,2022-03-31,2022-04-30,365,0.25,0.25
Crypto Maximum Sharpe,Crypto,max_sharpe,2022-05-01,2021-05-01,2022-04-30,2022-05-31,365,0.25,0.25
Crypto Maximum Sharpe,Crypto,max_sharpe,2022-06-01,2021-06-01,2022-05-31,2022-06-30,365,0.5,0.25
Crypto Maximum Sharpe,Crypto,max_sharpe,2022-07-01,2021-07-01,2022-06-30,2022-07-31,365,9.853229343548264e-16,0.25000000000000033
Crypto Maximum Sharpe,Crypto,max_sharpe,2022-08-01,2021-08-01,2022-07-31,2022-08-31,365,0.25000000000000133,0.25000000000000017
Crypto Maximum Sharpe,Crypto,max_sharpe,2022-09-01,2021-09-01,2022-08-31,2022-09-30,365,0.25,0.25
Crypto Maximum Sharpe,Crypto,max_sharpe,2022-10-01,2021-10-01,2022-09-30,2022-10-31,365,0.25,0.25
Crypto Maximum Sharpe,Crypto,max_sharpe,2022-11-01,2021-11-01,2022-10-31,2022-11-30,365,3.3306690738754696e-16,0.2500000000000001
Crypto Maximum Sharpe,Crypto,max_sharpe,2022-12-01,2021-12-01,2022-11-30,2022-12-31,365,0.25000000000000033,0.25
Crypto Maximum Sharpe,Crypto,max_sharpe,2023-01-01,2022-01-01,2022-12-31,2023-01-31,365,0.0,0.25
Crypto Maximum Sharpe,Crypto,max_sharpe,2023-02-01,2022-02-01,2023-01-31,2023-02-28,365,0.0,0.25
Crypto Maximum Sharpe,Crypto,max_sharpe,2023-03-01,2022-03-01,2023-02-28,2023-03-31,365,0.25,0.2500000000000054
Crypto Maximum Sharpe,Crypto,max_sharpe,2023-04-01,2022-04-01,2023-03-31,2023-04-30,365,0.2500000000000012,0.2500000000000012
Crypto Maximum Sharpe,Crypto,max_sharpe,2023-05-01,2022-05-01,2023-04-30,2023-05-31,365,5.731526364627375e-15,0.25
Crypto Maximum Sharpe,Crypto,max_sharpe,2023-06-01,2022-06-01,2023-05-31,2023-06-30,365,0.25,0.2500000000000003
Crypto Maximum Sharpe,Crypto,max_sharpe,2023-07-01,2022-07-01,2023-06-30,2023-07-31,365,0.4597019493230589,0.24999999999999944
Crypto Maximum Sharpe,Crypto,max_sharpe,2023-08-01,2022-08-01,2023-07-31,2023-08-31,365,0.3203118023103779,0.25000000000000006
Crypto Maximum Sharpe,Crypto,max_sharpe,2023-09-01,2022-09-01,2023-08-31,2023-09-30,365,0.2500000000000674,0.2500000000000222
Crypto Maximum Sharpe,Crypto,max_sharpe,2023-10-01,2022-10-01,2023-09-30,2023-10-31,365,0.18842630293570567,0.2500000000003115
Crypto Maximum Sharpe,Crypto,max_sharpe,2023-11-01,2022-11-01,2023-10-31,2023-11-30,365,0.1356957173553126,0.2500000000000024
Crypto Maximum Sharpe,Crypto,max_sharpe,2023-12-01,2022-12-01,2023-11-30,2023-12-31,365,0.20315904216100278,0.24999999999999858
Crypto Risk Parity,Crypto,risk_parity,2021-01-01,2020-01-02,2020-12-31,2021-01-31,365,0.0,0.13996196133300504
Crypto Risk Parity,Crypto,risk_parity,2021-02-01,2020-02-02,2021-01-31,2021-02-28,365,0.017494678269577763,0.1390416734372096
Crypto Risk Parity,Crypto,risk_parity,2021-03-01,2020-03-01,2021-02-28,2021-03-31,365,0.008674032468973983,0.13817396141445923
Crypto Risk Parity,Crypto,risk_parity,2021-04-01,2020-04-01,2021-03-31,2021-04-30,365,0.019022041226528154,0.15302419369975945
Crypto Risk Parity,Crypto,risk_parity,2021-05-01,2020-05-01,2021-04-30,2021-05-31,365,0.021718579629121007,0.16070880082955785
Crypto Risk Parity,Crypto,risk_parity,2021-06-01,2020-06-01,2021-05-31,2021-06-30,365,0.03182452228026326,0.1730233995885219
Crypto Risk Parity,Crypto,risk_parity,2021-07-01,2020-07-01,2021-06-30,2021-07-31,365,0.004933903760277372,0.1697848091597196
Crypto Risk Parity,Crypto,risk_parity,2021-08-01,2020-08-01,2021-07-31,2021-08-31,365,0.0030720556700693166,0.16764425726157073
Crypto Risk Parity,Crypto,risk_parity,2021-09-01,2020-09-01,2021-08-31,2021-09-30,365,0.004537224863617462,0.16678216122766448
Crypto Risk Parity,Crypto,risk_parity,2021-10-01,2020-10-01,2021-09-30,2021-10-31,365,0.006002393605768236,0.1652512248587957
Crypto Risk Parity,Crypto,risk_parity,2021-11-01,2020-11-01,2021-10-31,2021-11-30,365,0.0016419495337011217,0.16400341583291933
Crypto Risk Parity,Crypto,risk_parity,2021-12-01,2020-12-01,2021-11-30,2021-12-31,365,0.008134472029895166,0.16057860850938052
Crypto Risk Parity,Crypto,risk_parity,2022-01-01,2021-01-01,2021-12-31,2022-01-31,365,0.008202767984100752,0.15586736262293657
Crypto Risk Parity,Crypto,risk_parity,2022-02-01,2021-02-01,2022-01-31,2022-02-28,365,0.013407858713530688,0.15577748632308688
Crypto Risk Parity,Crypto,risk_parity,2022-03-01,2021-03-01,2022-02-28,2022-03-31,365,0.00807833212817615,0.1535697036571442
Crypto Risk Parity,Crypto,risk_parity,2022-04-01,2021-04-01,2022-03-31,2022-04-30,365,0.00472996593231978,0.15335522466796478
Crypto Risk Parity,Crypto,risk_parity,2022-05-01,2021-05-01,2022-04-30,2022-05-31,365,0.016653667254627066,0.1486922535260034
Crypto Risk Parity,Crypto,risk_parity,2022-06-01,2021-06-01,2022-05-31,2022-06-30,365,0.035858537382353645,0.1314067441921031
Crypto Risk Parity,Crypto,risk_parity,2022-07-01,2021-07-01,2022-06-30,2022-07-31,365,0.01227112188630064,0.12845616386665645
Crypto Risk Parity,Crypto,risk_parity,2022-08-01,2021-08-01,2022-07-31,2022-08-31,365,0.011769713018605688,0.12949895232598224
Crypto Risk Parity,Crypto,risk_parity,2022-09-01,2021-09-01,2022-08-31,2022-09-30,365,0.01257849598000721,0.12698207117844448
Crypto Risk Parity,Crypto,risk_parity,2022-10-01,2021-10-01,2022-09-30,2022-10-31,365,0.012244593361147318,0.13375604327752413
Crypto Risk Parity,Crypto,risk_parity,2022-11-01,2021-11-01,2022-10-31,2022-11-30,365,0.004937549493607064,0.13588097397997062
Crypto Risk Parity,Crypto,risk_parity,2022-12-01,2021-12-01,2022-11-30,2022-12-31,365,0.011613843835835913,0.14379414394241197
Crypto Risk Parity,Crypto,risk_parity,2023-01-01,2022-01-01,2022-12-31,2023-01-31,365,0.005539585381656539,0.14491064828165687
Crypto Risk Parity,Crypto,risk_parity,2023-02-01,2022-02-01,2023-01-31,2023-02-28,365,0.004432651040034603,0.14767643177264986
Crypto Risk Parity,Crypto,risk_parity,2023-03-01,2022-03-01,2023-02-28,2023-03-31,365,0.006988712315821072,0.1460950290192732
Crypto Risk Parity,Crypto,risk_parity,2023-04-01,2022-04-01,2023-03-31,2023-04-30,365,0.007825027551063464,0.14009951533469098
Crypto Risk Parity,Crypto,risk_parity,2023-05-01,2022-05-01,2023-04-30,2023-05-31,365,0.005432372158878283,0.14249146138207924
Crypto Risk Parity,Crypto,risk_parity,2023-06-01,2022-06-01,2023-05-31,2023-06-30,365,0.024189184836161857,0.15902848770780204
Crypto Risk Parity,Crypto,risk_parity,2023-07-01,2022-07-01,2023-06-30,2023-07-31,365,0.020644621649277037,0.1656758452970919
Crypto Risk Parity,Crypto,risk_parity,2023-08-01,2022-08-01,2023-07-31,2023-08-31,365,0.051231340208463955,0.16948593301591922
Crypto Risk Parity,Crypto,risk_parity,2023-09-01,2022-09-01,2023-08-31,2023-09-30,365,0.010895734577878652,0.1706046992824094
Crypto Risk Parity,Crypto,risk_parity,2023-10-01,2022-10-01,2023-09-30,2023-10-31,365,0.009760519508703679,0.16483722270631446
Crypto Risk Parity,Crypto,risk_parity,2023-11-01,2022-11-01,2023-10-31,2023-11-30,365,0.005227455033083431,0.16333636025641024
Crypto Risk Parity,Crypto,risk_parity,2023-12-01,2022-12-01,2023-11-30,2023-12-31,365,0.016012814179401515,0.1551365778755857
Combined Equal Weight,Combined,equal_weight,2021-01-04,2020-01-03,2020-12-31,2021-01-29,252,0.0,0.016666666666666666
Combined Equal Weight,Combined,equal_weight,2021-02-01,2020-01-31,2021-01-29,2021-02-26,252,0.0,0.016666666666666666
Combined Equal Weight,Combined,equal_weight,2021-03-01,2020-02-28,2021-02-26,2021-03-31,252,0.0,0.016666666666666666
Combined Equal Weight,Combined,equal_weight,2021-04-01,2020-04-01,2021-03-31,2021-04-30,252,0.0,0.016666666666666666
Combined Equal Weight,Combined,equal_weight,2021-05-03,2020-05-01,2021-04-30,2021-05-28,252,0.0,0.016666666666666666
Combined Equal Weight,Combined,equal_weight,2021-06-01,2020-06-01,2021-05-28,2021-06-30,252,0.0,0.016666666666666666
Combined Equal Weight,Combined,equal_weight,2021-07-01,2020-07-01,2021-06-30,2021-07-30,252,0.0,0.016666666666666666
Combined Equal Weight,Combined,equal_weight,2021-08-02,2020-07-31,2021-07-30,2021-08-31,252,0.0,0.016666666666666666
Combined Equal Weight,Combined,equal_weight,2021-09-01,2020-09-01,2021-08-31,2021-09-30,252,0.0,0.016666666666666666
Combined Equal Weight,Combined,equal_weight,2021-10-01,2020-10-01,2021-09-30,2021-10-29,252,0.0,0.016666666666666666
Combined Equal Weight,Combined,equal_weight,2021-11-01,2020-10-30,2021-10-29,2021-11-30,252,0.0,0.016666666666666666
Combined Equal Weight,Combined,equal_weight,2021-12-01,2020-12-01,2021-11-30,2021-12-31,252,0.0,0.016666666666666666
Combined Equal Weight,Combined,equal_weight,2022-01-03,2021-01-04,2021-12-31,2022-01-31,252,0.0,0.016666666666666666
Combined Equal Weight,Combined,equal_weight,2022-02-01,2021-02-02,2022-01-31,2022-02-28,252,0.0,0.016666666666666666
Combined Equal Weight,Combined,equal_weight,2022-03-01,2021-03-02,2022-02-28,2022-03-31,252,0.0,0.016666666666666666
Combined Equal Weight,Combined,equal_weight,2022-04-01,2021-04-05,2022-03-31,2022-04-29,252,0.0,0.016666666666666666
Combined Equal Weight,Combined,equal_weight,2022-05-02,2021-05-03,2022-04-29,2022-05-31,252,0.0,0.016666666666666666
Combined Equal Weight,Combined,equal_weight,2022-06-01,2021-06-02,2022-05-31,2022-06-30,252,0.0,0.016666666666666666
Combined Equal Weight,Combined,equal_weight,2022-07-01,2021-07-01,2022-06-30,2022-07-29,252,0.0,0.016666666666666666
Combined Equal Weight,Combined,equal_weight,2022-08-01,2021-07-30,2022-07-29,2022-08-31,252,0.0,0.016666666666666666
Combined Equal Weight,Combined,equal_weight,2022-09-01,2021-09-01,2022-08-31,2022-09-30,252,0.0,0.016666666666666666
Combined Equal Weight,Combined,equal_weight,2022-10-03,2021-10-01,2022-09-30,2022-10-31,252,0.0,0.016666666666666666
Combined Equal Weight,Combined,equal_weight,2022-11-01,2021-11-01,2022-10-31,2022-11-30,252,0.0,0.016666666666666666
Combined Equal Weight,Combined,equal_weight,2022-12-01,2021-12-01,2022-11-30,2022-12-30,252,0.0,0.016666666666666666
Combined Equal Weight,Combined,equal_weight,2023-01-03,2021-12-31,2022-12-30,2023-01-31,252,0.0,0.016666666666666666
Combined Equal Weight,Combined,equal_weight,2023-02-01,2022-01-31,2023-01-31,2023-02-28,252,0.0,0.016666666666666666
Combined Equal Weight,Combined,equal_weight,2023-03-01,2022-02-28,2023-02-28,2023-03-31,252,0.0,0.016666666666666666
Combined Equal Weight,Combined,equal_weight,2023-04-03,2022-03-31,2023-03-31,2023-04-28,252,0.0,0.016666666666666666
Combined Equal Weight,Combined,equal_weight,2023-05-01,2022-04-28,2023-04-28,2023-05-31,252,0.0,0.016666666666666666
Combined Equal Weight,Combined,equal_weight,2023-06-01,2022-05-31,2023-05-31,2023-06-30,252,0.0,0.016666666666666666
Combined Equal Weight,Combined,equal_weight,2023-07-03,2022-06-30,2023-06-30,2023-07-31,252,0.0,0.016666666666666666
Combined Equal Weight,Combined,equal_weight,2023-08-01,2022-07-29,2023-07-31,2023-08-31,252,0.0,0.016666666666666666
Combined Equal Weight,Combined,equal_weight,2023-09-01,2022-08-31,2023-08-31,2023-09-29,252,0.0,0.016666666666666666
Combined Equal Weight,Combined,equal_weight,2023-10-02,2022-09-29,2023-09-29,2023-10-31,252,0.0,0.016666666666666666
Combined Equal Weight,Combined,equal_weight,2023-11-01,2022-10-31,2023-10-31,2023-11-30,252,0.0,0.016666666666666666
Combined Equal Weight,Combined,equal_weight,2023-12-01,2022-11-30,2023-11-30,2023-12-29,252,0.0,0.016666666666666666
Combined Minimum Variance,Combined,min_variance,2021-01-04,2020-01-03,2020-12-31,2021-01-29,252,0.0,0.09999999999999992
Combined Minimum Variance,Combined,min_variance,2021-02-01,2020-01-31,2021-01-29,2021-02-26,252,0.011815347055877076,0.09999999999999996
Combined Minimum Variance,Combined,min_variance,2021-03-01,2020-02-28,2021-02-26,2021-03-31,252,0.019327544787815974,0.09999999999999996
Combined Minimum Variance,Combined,min_variance,2021-04-01,2020-04-01,2021-03-31,2021-04-30,252,0.24665797720088914,0.1
Combined Minimum Variance,Combined,min_variance,2021-05-03,2020-05-01,2021-04-30,2021-05-28,252,0.13631896991773765,0.1
Combined Minimum Variance,Combined,min_variance,2021-06-01,2020-06-01,2021-05-28,2021-06-30,252,0.1009709213446396,0.10000000000000003
Combined Minimum Variance,Combined,min_variance,2021-07-01,2020-07-01,2021-06-30,2021-07-30,252,0.14572511912429442,0.09999999999999998
Combined Minimum Variance,Combined,min_variance,2021-08-02,2020-07-31,2021-07-30,2021-08-31,252,0.06284878522789782,0.1
Combined Minimum Variance,Combined,min_variance,2021-09-01,2020-09-01,2021-08-31,2021-09-30,252,0.04664321375733764,0.10000000000000003
Combined Minimum Variance,Combined,min_variance,2021-10-01,2020-10-01,2021-09-30,2021-10-29,252,0.1677090665591673,0.1
Combined Minimum Variance,Combined,min_variance,2021-11-01,2020-10-30,2021-10-29,2021-11-30,252,0.13586169427279096,0.1
Combined Minimum Variance,Combined,min_variance,2021-12-01,2020-12-01,2021-11-30,2021-12-31,252,0.18033059615688096,0.09999999999999998
Combined Minimum Variance,Combined,min_variance,2022-01-03,2021-01-04,2021-12-31,2022-01-31,252,0.11754777489159185,0.1
Combined Minimum Variance,Combined,min_variance,2022-02-01,2021-02-02,2022-01-31,2022-02-28,252,0.28472958626889605,0.09999999999999998
Combined Minimum Variance,Combined,min_variance,2022-03-01,2021-03-02,2022-02-28,2022-03-31,252,0.24115625114985711,0.1
Combined Minimum Variance,Combined,min_variance,2022-04-01,2021-04-05,2022-03-31,2022-04-29,252,0.14949917364807777,0.09999999999999998
Combined Minimum Variance,Combined,min_variance,2022-05-02,2021-05-03,2022-04-29,2022-05-31,252,0.22076204862018928,0.1
Combined Minimum Variance,Combined,min_variance,2022-06-01,2021-06-02,2022-05-31,2022-06-30,252,0.20501600752757979,0.1
Combined Minimum Variance,Combined,min_variance,2022-07-01,2021-07-01,2022-06-30,2022-07-29,252,0.12915389204375113,0.09999999999999998
Combined Minimum Variance,Combined,min_variance,2022-08-01,2021-07-30,2022-07-29,2022-08-31,252,0.06384201865349261,0.1
Combined Minimum Variance,Combined,min_variance,2022-09-01,2021-09-01,2022-08-31,2022-09-30,252,0.10042456311523404,0.1
Combined Minimum Variance,Combined,min_variance,2022-10-03,2021-10-01,2022-09-30,2022-10-31,252,0.14308018009265516,0.09999999999999998
Combined Minimum Variance,Combined,min_variance,2022-11-01,2021-11-01,2022-10-31,2022-11-30,252,0.09793170940758618,0.1
Combined Minimum Variance,Combined,min_variance,2022-12-01,2021-12-01,2022-11-30,2022-12-30,252,0.0945708458033266,0.09999999999999998
Combined Minimum Variance,Combined,min_variance,2023-01-03,2021-12-31,2022-12-30,2023-01-31,252,0.04833771648831982,0.09999999999999998
Combined Minimum Variance,Combined,min_variance,2023-02-01,2022-01-31,2023-01-31,2023-02-28,252,0.044612972341335315,0.09999999999999998
Combined Minimum Variance,Combined,min_variance,2023-03-01,2022-02-28,2023-02-28,2023-03-31,252,0.07142258136537996,0.09999999999999998
Combined Minimum Variance,Combined,min_variance,2023-04-03,2022-03-31,2023-03-31,2023-04-28,252,0.05276887442017438,0.1
Combined Minimum Variance,Combined,min_variance,2023-05-01,2022-04-28,2023-04-28,2023-05-31,252,0.052897658500750455,0.1
Combined Minimum Variance,Combined,min_variance,2023-06-01,2022-05-31,2023-05-31,2023-06-30,252,0.11880330605002877,0.09999999999999996
Combined Minimum Variance,Combined,min_variance,2023-07-03,2022-06-30,2023-06-30,2023-07-31,252,0.10344626598853396,0.09999999999999998
Combined Minimum Variance,Combined,min_variance,2023-08-01,2022-07-29,2023-07-31,2023-08-31,252,0.05602196603324411,0.1
Combined Minimum Variance,Combined,min_variance,2023-09-01,2022-08-31,2023-08-31,2023-09-29,252,0.05032835310383793,0.1
Combined Minimum Variance,Combined,min_variance,2023-10-02,2022-09-29,2023-09-29,2023-10-31,252,0.05719167776356538,0.09999999999999998
Combined Minimum Variance,Combined,min_variance,2023-11-01,2022-10-31,2023-10-31,2023-11-30,252,0.10816899481766869,0.09999999999999998
Combined Minimum Variance,Combined,min_variance,2023-12-01,2022-11-30,2023-11-30,2023-12-29,252,0.11953709095782969,0.10000000000000002
Combined Maximum Sharpe,Combined,max_sharpe,2021-01-04,2020-01-03,2020-12-31,2021-01-29,252,0.0,0.09999999999998142
Combined Maximum Sharpe,Combined,max_sharpe,2021-02-01,2020-01-31,2021-01-29,2021-02-26,252,0.20805530109884296,0.09999999999999798
Combined Maximum Sharpe,Combined,max_sharpe,2021-03-01,2020-02-28,2021-02-26,2021-03-31,252,0.3338659617319395,0.09999999999999212
Combined Maximum Sharpe,Combined,max_sharpe,2021-04-01,2020-04-01,2021-03-31,2021-04-30,252,0.5184966231967665,0.09999999999991226
Combined Maximum Sharpe,Combined,max_sharpe,2021-05-03,2020-05-01,2021-04-30,2021-05-28,252,0.3454229323653809,0.09999999999999659
Combined Maximum Sharpe,Combined,max_sharpe,2021-06-01,2020-06-01,2021-05-28,2021-06-30,252,0.3083998372322918,0.099999999999975
Combined Maximum Sharpe,Combined,max_sharpe,2021-07-01,2020-07-01,2021-06-30,2021-07-30,252,0.3589349529913537,0.09999999999997689
Combined Maximum Sharpe,Combined,max_sharpe,2021-08-02,2020-07-31,2021-07-30,2021-08-31,252,0.2430125059730591,0.09999999999988614
Combined Maximum Sharpe,Combined,max_sharpe,2021-09-01,2020-09-01,2021-08-31,2021-09-30,252,0.16949026847458662,0.09999999999988506
Combined Maximum Sharpe,Combined,max_sharpe,2021-10-01,2020-10-01,2021-09-30,2021-10-29,252,0.2892327720109609,0.0999999999999931
Combined Maximum Sharpe,Combined,max_sharpe,2021-11-01,2020-10-30,2021-10-29,2021-11-30,252,0.2940767886401085,0.09999999999997891
Combined Maximum Sharpe,Combined,max_sharpe,2021-12-01,2020-12-01,2021-11-30,2021-12-31,252,0.3011428956860419,0.09999999999999519
Combined Maximum Sharpe,Combined,max_sharpe,2022-01-03,2021-01-04,2021-12-31,2022-01-31,252,0.27100661395990727,0.09999999999999501
Combined Maximum Sharpe,Combined,max_sharpe,2022-02-01,2021-02-02,2022-01-31,2022-02-28,252,0.4221920923592566,0.09999999999994776
Combined Maximum Sharpe,Combined,max_sharpe,2022-03-01,2021-03-02,2022-02-28,2022-03-31,252,0.24838122051790715,0.0999999999999311
Combined Maximum Sharpe,Combined,max_sharpe,2022-04-01,2021-04-05,2022-03-31,2022-04-29,252,0.21279689767853605,0.09999999999963623
Combined Maximum Sharpe,Combined,max_sharpe,2022-05-02,2021-05-03,2022-04-29,2022-05-31,252,0.2053976107360505,0.09999999999999143
Combined Maximum Sharpe,Combined,max_sharpe,2022-06-01,2021-06-02,2022-05-31,2022-06-30,252,0.37256986454526897,0.09999999999997118
Combined Maximum Sharpe,Combined,max_sharpe,2022-07-01,2021-07-01,2022-06-30,2022-07-29,252,0.18147033725529468,0.09999999999995324
Combined Maximum Sharpe,Combined,max_sharpe,2022-08-01,2021-07-30,2022-07-29,2022-08-31,252,0.1423456590330122,0.09999999999999018
Combined Maximum Sharpe,Combined,max_sharpe,2022-09-01,2021-09-01,2022-08-31,2022-09-30,252,0.14639028087928024,0.09999999999999515
Combined Maximum Sharpe,Combined,max_sharpe,2022-10-03,2021-10-01,2022-09-30,2022-10-31,252,0.011736523749976913,0.0999999999999781
Combined Maximum Sharpe,Combined,max_sharpe,2022-11-01,2021-11-01,2022-10-31,2022-11-30,252,0.20000000000010468,0.0999999999999899
Combined Maximum Sharpe,Combined,max_sharpe,2022-12-01,2021-12-01,2022-11-30,2022-12-30,252,0.10000000000006518,0.10000000000076333
Combined Maximum Sharpe,Combined,max_sharpe,2023-01-03,2021-12-31,2022-12-30,2023-01-31,252,0.0887391120401041,0.10000000000883891
Combined Maximum Sharpe,Combined,max_sharpe,2023-02-01,2022-01-31,2023-01-31,2023-02-28,252,0.1913393327553819,0.09999999999999057
Combined Maximum Sharpe,Combined,max_sharpe,2023-03-01,2022-02-28,2023-02-28,2023-03-31,252,0.23820488734345974,0.09999999999993558
Combined Maximum Sharpe,Combined,max_sharpe,2023-04-03,2022-03-31,2023-03-31,2023-04-28,252,0.36231083794796703,0.09999999999994374
Combined Maximum Sharpe,Combined,max_sharpe,2023-05-01,2022-04-28,2023-04-28,2023-05-31,252,0.28952144433018595,0.09999999999994956
Combined Maximum Sharpe,Combined,max_sharpe,2023-06-01,2022-05-31,2023-05-31,2023-06-30,252,0.2895278616756113,0.09999999999999004
Combined Maximum Sharpe,Combined,max_sharpe,2023-07-03,2022-06-30,2023-06-30,2023-07-31,252,0.2276468358444016,0.09999999999997278
Combined Maximum Sharpe,Combined,max_sharpe,2023-08-01,2022-07-29,2023-07-31,2023-08-31,252,0.16982420846234975,0.09999999999997711
Combined Maximum Sharpe,Combined,max_sharpe,2023-09-01,2022-08-31,2023-08-31,2023-09-29,252,0.17480876954243169,0.09999999999996917
Combined Maximum Sharpe,Combined,max_sharpe,2023-10-02,2022-09-29,2023-09-29,2023-10-31,252,0.18741423249558714,0.09999999999992591
Combined Maximum Sharpe,Combined,max_sharpe,2023-11-01,2022-10-31,2023-10-31,2023-11-30,252,0.34677021488965776,0.09999999999995837
Combined Maximum Sharpe,Combined,max_sharpe,2023-12-01,2022-11-30,2023-11-30,2023-12-29,252,0.4485745291071071,0.09999999999998965
Combined Risk Parity,Combined,risk_parity,2021-01-04,2020-01-03,2020-12-31,2021-01-29,252,0.0,0.03501708677028427
Combined Risk Parity,Combined,risk_parity,2021-02-01,2020-01-31,2021-01-29,2021-02-26,252,0.006899685523090857,0.03392304068886254
Combined Risk Parity,Combined,risk_parity,2021-03-01,2020-02-28,2021-02-26,2021-03-31,252,0.006247236158322786,0.033620365499539624
Combined Risk Parity,Combined,risk_parity,2021-04-01,2020-04-01,2021-03-31,2021-04-30,252,0.05962621494277781,0.03974188520985899
Combined Risk Parity,Combined,risk_parity,2021-05-03,2020-05-01,2021-04-30,2021-05-28,252,0.04776536906563744,0.038769490609810074
Combined Risk Parity,Combined,risk_parity,2021-06-01,2020-06-01,2021-05-28,2021-06-30,252,0.04075128273527729,0.035181327172383134
Combined Risk Parity,Combined,risk_parity,2021-07-01,2020-07-01,2021-06-30,2021-07-30,252,0.04505565428415798,0.037064838857226105
Combined Risk Parity,Combined,risk_parity,2021-08-02,2020-07-31,2021-07-30,2021-08-31,252,0.012019403139215408,0.03662026761727911
Combined Risk Parity,Combined,risk_parity,2021-09-01,2020-09-01,2021-08-31,2021-09-30,252,0.012274071724806879,0.038298604314016604
Combined Risk Parity,Combined,risk_parity,2021-10-01,2020-10-01,2021-09-30,2021-10-29,252,0.026161136685567285,0.03865595033095784
Combined Risk Parity,Combined,risk_parity,2021-11-01,2020-10-30,2021-10-29,2021-11-30,252,0.01980450410035413,0.0387934879917092
Combined Risk Parity,Combined,risk_parity,2021-12-01,2020-12-01,2021-11-30,2021-12-31,252,0.0278415386838155,0.03539120418174134
Combined Risk Parity,Combined,risk_parity,2022-01-03,2021-01-04,2021-12-31,2022-01-31,252,0.018302606130696182,0.03422795562538405
Combined Risk Parity,Combined,risk_parity,2022-02-01,2021-02-02,2022-01-31,2022-02-28,252,0.03581284595812676,0.0339998674924795
Combined Risk Parity,Combined,risk_parity,2022-03-01,2021-03-02,2022-02-28,2022-03-31,252,0.03298532957624419,0.03221813605703872
Combined Risk Parity,Combined,risk_parity,2022-04-01,2021-04-05,2022-03-31,2022-04-29,252,0.032913861588709896,0.03368657128272989
Combined Risk Parity,Combined,risk_parity,2022-05-02,2021-05-03,2022-04-29,2022-05-31,252,0.025429341155722117,0.032741017027279884
Combined Risk Parity,Combined,risk_parity,2022-06-01,2021-06-02,2022-05-31,2022-06-30,252,0.03884116392562665,0.035002524364211245
Combined Risk Parity,Combined,risk_parity,2022-07-01,2021-07-01,2022-06-30,2022-07-29,252,0.019080226212389757,0.03755865913111642
Combined Risk Parity,Combined,risk_parity,2022-08-01,2021-07-30,2022-07-29,2022-08-31,252,0.011860548863605014,0.03499880319151958
