start_date,end_date,observations,annualisation_days,annualised_return,annualised_mean_return,annualised_volatility,sharpe_ratio,maximum_drawdown,terminal_growth_of_one,fund,family,method,lookback_observations,rebalance_frequency,risk_free_rate,transaction_cost_bps,mean_one_way_turnover,latest_max_weight,latest_effective_holdings
2021-01-04,2023-12-29,753,252,0.049630402278216135,0.056322945432497065,0.12559102885172807,0.4484631262874003,-0.1622175665208868,1.1557363450495988,Equity Min Variance + Coverage-Aware Sentiment,Equity,coverage_sentiment,252,monthly_first_observed_day,0.0,0.0,0.1439120635139929,0.1,22
2021-01-04,2023-12-29,753,252,0.05991730322526201,0.06604901350005898,0.12535311303528712,0.5269036556073886,-0.15816802694324306,1.1899126714380963,Equity Minimum Variance,Equity,min_variance,252,monthly_first_observed_day,0.0,0.0,0.11255280402655972,0.09999999999999998,22
2021-01-04,2023-12-29,753,252,0.047263611776434455,0.05404030151035187,0.12539342466837128,0.43096599086652726,-0.16010502510112823,1.1479666709642131,Equity Min Variance + Sentiment,Equity,sentiment,252,monthly_first_observed_day,0.0,0.0,0.1598545045146689,0.1,22
