date,fund,family,method,return,growth_of_one,drawdown
2021-01-04,Combined Equal Weight,Combined,equal_weight,-0.0038907547941801606,0.9961092452058199,0.0
2021-01-05,Combined Equal Weight,Combined,equal_weight,0.018120376539992038,1.0141591198039166,0.0
2021-01-06,Combined Equal Weight,Combined,equal_weight,0.04018247716107984,1.0549105454731385,0.0
2021-01-07,Combined Equal Weight,Combined,equal_weight,0.010143704534638193,1.065611246356892,0.0
2021-01-08,Combined Equal Weight,Combined,equal_weight,0.0012208607118854038,1.0669122092617123,0.0
2021-01-11,Combined Equal Weight,Combined,equal_weight,-0.021524225782496312,1.0439477499794612,-0.021524225782496353
2021-01-12,Combined Equal Weight,Combined,equal_weight,-0.0006109898860971223,1.0433099084626098,-0.0221220645843343
2021-01-13,Combined Equal Weight,Combined,equal_weight,0.013803567861465395,1.0577113075846127,-0.00862386014259453
2021-01-14,Combined Equal Weight,Combined,equal_weight,0.005860779073975744,1.0639103198824122,-0.0028136236076793386
2021-01-15,Combined Equal Weight,Combined,equal_weight,-0.015495323336940951,1.047424685474326,-0.018265348937070658
2021-01-19,Combined Equal Weight,Combined,equal_weight,0.007634480717274241,1.055421229038377,-0.010770314674050652
2021-01-20,Combined Equal Weight,Combined,equal_weight,0.005661901921990958,1.0613969205235796,-0.005169393217413054
2021-01-21,Combined Equal Weight,Combined,equal_weight,-0.027791277934350517,1.031899343706645,-0.03281700710810653
2021-01-22,Combined Equal Weight,Combined,equal_weight,0.007759507727108146,1.0399063746377346,-0.025312143201234205
2021-01-25,Combined Equal Weight,Combined,equal_weight,-0.002077719675077335,1.0377457407029114,-0.027337271338364055
2021-01-26,Combined Equal Weight,Combined,equal_weight,-0.004617090510871493,1.0329543746908147,-0.031828143193145975
2021-01-27,Combined Equal Weight,Combined,equal_weight,-0.03390197079643123,0.9979351856460009,-0.06465107720853847
2021-01-28,Combined Equal Weight,Combined,equal_weight,0.024511344724528244,1.022395918994106,-0.041724417324280894
2021-01-29,Combined Equal Weight,Combined,equal_weight,-0.0076170751428229,1.0146082524534124,-0.0490236744450544
2021-02-01,Combined Equal Weight,Combined,equal_weight,0.010204431715737181,1.0249617530837967,-0.03931950146764629
2021-02-02,Combined Equal Weight,Combined,equal_weight,0.0214035617840536,1.0468995852922176,-0.01875751706257356
2021-02-03,Combined Equal Weight,Combined,equal_weight,0.00942780995715251,1.0567695556265744,-0.009506549411555154
2021-02-04,Combined Equal Weight,Combined,equal_weight,0.0046770179292120635,1.0617120857852855,-0.004873993784385688
2021-02-05,Combined Equal Weight,Combined,equal_weight,0.019298369448650807,1.0822013978648677,0.0
2021-02-08,Combined Equal Weight,Combined,equal_weight,0.024349974909302276,1.1085529747496892,0.0
2021-02-09,Combined Equal Weight,Combined,equal_weight,0.008633479616969737,1.1181236442615219,0.0
2021-02-10,Combined Equal Weight,Combined,equal_weight,0.008348949512855613,1.1274588021165917,0.0
2021-02-11,Combined Equal Weight,Combined,equal_weight,0.012119537999230365,1.1411230819114104,0.0
2021-02-12,Combined Equal Weight,Combined,equal_weight,0.01277123470687848,1.1556966326199376,0.0
2021-02-16,Combined Equal Weight,Combined,equal_weight,8.878331594455724e-05,1.1557992391992076,0.0
2021-02-17,Combined Equal Weight,Combined,equal_weight,0.009077872795865008,1.1662914376702154,0.0
2021-02-18,Combined Equal Weight,Combined,equal_weight,-0.004446512107421032,1.1611055086718332,-0.004446512107421086
2021-02-19,Combined Equal Weight,Combined,equal_weight,0.009084852155601878,1.1716539805551718,0.0
2021-02-22,Combined Equal Weight,Combined,equal_weight,-0.00868332831267409,1.1614801243731598,-0.008683328312674043
2021-02-23,Combined Equal Weight,Combined,equal_weight,-0.026107713165073612,1.1311565344390913,-0.03456433963284222
2021-02-24,Combined Equal Weight,Combined,equal_weight,0.01875870301090632,1.1523755639274804,-0.016454018803876314
2021-02-25,Combined Equal Weight,Combined,equal_weight,-0.024130059591711488,1.1245686728978783,-0.04018704194132705
2021-02-26,Combined Equal Weight,Combined,equal_weight,-0.010366431104046593,1.1129109092285134,-0.050136876843813405
2021-03-01,Combined Equal Weight,Combined,equal_weight,0.02764810950301766,1.1436807919139662,-0.023874957201912905
2021-03-02,Combined Equal Weight,Combined,equal_weight,-0.004995095667853327,1.1379679969448697,-0.028750795174476762
2021-03-03,Combined Equal Weight,Combined,equal_weight,-0.00033320893871828646,1.1375888158363123,-0.029074424091247608
2021-03-04,Combined Equal Weight,Combined,equal_weight,-0.009153766461762136,1.127175593486634,-0.0379620500648683
2021-03-05,Combined Equal Weight,Combined,equal_weight,0.013226334721981786,1.142083995176537,-0.025237814123777014
2021-03-08,Combined Equal Weight,Combined,equal_weight,0.004461557087061157,1.147179468119236,-0.020888856985181614
2021-03-09,Combined Equal Weight,Combined,equal_weight,0.013254338704809365,1.1623845733448914,-0.007911386266010179
2021-03-10,Combined Equal Weight,Combined,equal_weight,0.003480025766252345,1.166429701610426,-0.004458892327810271
2021-03-11,Combined Equal Weight,Combined,equal_weight,0.004812708500153618,1.1720433877501981,0.0
2021-03-12,Combined Equal Weight,Combined,equal_weight,0.002555291877315303,1.1750383006987772,0.0
2021-03-15,Combined Equal Weight,Combined,equal_weight,-0.0011713058424096994,1.1736619714721137,-0.0011713058424096534
2021-03-16,Combined Equal Weight,Combined,equal_weight,0.007015489487125954,1.1818957846944158,0.0
2021-03-17,Combined Equal Weight,Combined,equal_weight,0.006925596336963361,1.190081117811568,0.0
2021-03-18,Combined Equal Weight,Combined,equal_weight,-0.015048507897716851,1.1721721727112568,-0.015048507897716945
2021-03-19,Combined Equal Weight,Combined,equal_weight,-0.00070636114816263,1.1713441958294963,-0.015744239364562707
2021-03-22,Combined Equal Weight,Combined,equal_weight,-0.00010487066879600742,1.1712213561802893,-0.015847458924446944
2021-03-23,Combined Equal Weight,Combined,equal_weight,-0.005565115183487837,1.1647033744277853,-0.02132438117365454
2021-03-24,Combined Equal Weight,Combined,equal_weight,-0.013883901971090518,1.1485327469518314,-0.03491221752693596
2021-03-25,Combined Equal Weight,Combined,equal_weight,0.005753612949812869,1.1551409598379776,-0.029359475963992798
2021-03-26,Combined Equal Weight,Combined,equal_weight,0.03094468102817685,1.1908864283827458,0.0
2021-03-29,Combined Equal Weight,Combined,equal_weight,0.007208518760961629,1.1994709555439174,0.0
2021-03-30,Combined Equal Weight,Combined,equal_weight,-0.0005418116981099122,1.1988210681486606,-0.0005418116981098509
2021-03-31,Combined Equal Weight,Combined,equal_weight,0.010304119991946515,1.211173864283738,0.0
2021-04-01,Combined Equal Weight,Combined,equal_weight,0.014672578757863942,1.2289449081969075,0.0
2021-04-05,Combined Equal Weight,Combined,equal_weight,0.023081966962157613,1.2573113739662203,0.0
2021-04-06,Combined Equal Weight,Combined,equal_weight,0.0059664400990261214,1.2648130469648138,0.0
2021-04-07,Combined Equal Weight,Combined,equal_weight,-0.013625912450554611,1.247578815120552,-0.013625912450554556
2021-04-08,Combined Equal Weight,Combined,equal_weight,0.010035511307399434,1.2600989064265662,-0.0037271441416264484
2021-04-09,Combined Equal Weight,Combined,equal_weight,-0.0022646376081477187,1.2572452390530866,-0.005983341118980134
2021-04-12,Combined Equal Weight,Combined,equal_weight,-0.00014566428523633715,1.257062103323973,-0.006128133845109129
2021-04-13,Combined Equal Weight,Combined,equal_weight,0.019726945162833902,1.2818600985025217,0.0
2021-04-14,Combined Equal Weight,Combined,equal_weight,0.007179858177289758,1.2910636722128965,0.0
2021-04-15,Combined Equal Weight,Combined,equal_weight,0.01802641009725523,1.3143369154298743,0.0
2021-04-16,Combined Equal Weight,Combined,equal_weight,0.010810640530123879,1.3285457393580584,0.0
2021-04-19,Combined Equal Weight,Combined,equal_weight,-0.013429808386374404,1.3107036246459456,-0.01342980838637442
2021-04-20,Combined Equal Weight,Combined,equal_weight,-0.0017194123355581937,1.3084499846654685,-0.015126129343728922
2021-04-21,Combined Equal Weight,Combined,equal_weight,0.00205275234062487,1.311135908434081,-0.013104427200519075
2021-04-22,Combined Equal Weight,Combined,equal_weight,-0.01619857718772049,1.2898973722177196,-0.02909073131273099
2021-04-23,Combined Equal Weight,Combined,equal_weight,0.004644271415590373,1.2958880057125555,-0.02458156514903498
2021-04-26,Combined Equal Weight,Combined,equal_weight,0.026003937241607527,1.3295861960852566,0.0
2021-04-27,Combined Equal Weight,Combined,equal_weight,0.007995005006577837,1.340216244379635,0.0
2021-04-28,Combined Equal Weight,Combined,equal_weight,0.0006928192729146096,1.3411447720236145,0.0
2021-04-29,Combined Equal Weight,Combined,equal_weight,0.005640496360681098,1.3487094942293603,0.0
2021-04-30,Combined Equal Weight,Combined,equal_weight,0.007084977550949063,1.3582650707187274,0.0
2021-05-03,Combined Equal Weight,Combined,equal_weight,0.015444054543423336,1.3792421905553343,0.0
2021-05-04,Combined Equal Weight,Combined,equal_weight,-0.005648499007211002,1.371451542411279,-0.005648499007210983
2021-05-05,Combined Equal Weight,Combined,equal_weight,0.043723330868181844,1.4314159719698059,0.0
2021-05-06,Combined Equal Weight,Combined,equal_weight,0.022550097273660655,1.4636945413767966,0.0
2021-05-07,Combined Equal Weight,Combined,equal_weight,0.0018000016406711848,1.4663291939527163,0.0
2021-05-10,Combined Equal Weight,Combined,equal_weight,-0.014161891036241459,1.4455631996846983,-0.014161891036241436
2021-05-11,Combined Equal Weight,Combined,equal_weight,0.012826295389902967,1.4641044202886275,-0.0015172402440488675
2021-05-12,Combined Equal Weight,Combined,equal_weight,-0.04312851663134941,1.4009597684481772,-0.04458032055429917
2021-05-13,Combined Equal Weight,Combined,equal_weight,0.01742943796387151,1.4253777098222244,-0.02792789252193828
2021-05-14,Combined Equal Weight,Combined,equal_weight,0.020617598770978445,1.4547655755404352,-0.007886099833496196
2021-05-17,Combined Equal Weight,Combined,equal_weight,-0.008442744291785171,1.4424833617816557,-0.016262263800927657
2021-05-18,Combined Equal Weight,Combined,equal_weight,-0.004358603510738575,1.4361961487368122,-0.02054998655157092
2021-05-19,Combined Equal Weight,Combined,equal_weight,-0.05502496853780312,1.357169500838455,-0.07444419272592162
2021-05-20,Combined Equal Weight,Combined,equal_weight,0.031663435606871106,1.4001421499358626,-0.04513791602173334
2021-05-21,Combined Equal Weight,Combined,equal_weight,-0.021497824737603276,1.3700421393888103,-0.06566537375168091
2021-05-24,Combined Equal Weight,Combined,equal_weight,0.047287331314570705,1.4348277759490122,-0.02148318272160099
2021-05-25,Combined Equal Weight,Combined,equal_weight,-0.004097105160568198,1.428949135663645,-0.02549226902337509
2021-05-26,Combined Equal Weight,Combined,equal_weight,0.014872081029443263,1.4502005829961875,-0.010999311084471941
2021-05-27,Combined Equal Weight,Combined,equal_weight,-0.003959701442402558,1.4444582216559245,-0.014915458538907744
2021-05-28,Combined Equal Weight,Combined,equal_weight,-0.011492925379301376,1.4278571711009147,-0.026236961666223357
2021-06-01,Combined Equal Weight,Combined,equal_weight,0.0019320991050394561,1.430615932663323,-0.024355554971338123
2021-06-02,Combined Equal Weight,Combined,equal_weight,0.005887695082374622,1.4390389630548315,-0.018611257970196915
2021-06-03,Combined Equal Weight,Combined,equal_weight,0.006975701709594549,1.4490772696095864,-0.01176538284464268
2021-06-04,Combined Equal Weight,Combined,equal_weight,-0.00616396530320666,1.4401452075980474,-0.017856826736216025
2021-06-07,Combined Equal Weight,Combined,equal_weight,-0.01536834264353445,1.4180125625912365,-0.03295073954794203
2021-06-08,Combined Equal Weight,Combined,equal_weight,-0.002371154567070979,1.4146502356272843,-0.035243762818445545
2021-06-09,Combined Equal Weight,Combined,equal_weight,0.0073027072576986665,1.424981012170105,-0.02819843044326964
2021-06-10,Combined Equal Weight,Combined,equal_weight,-0.004799715458690143,1.418141508777652,-0.03286280145945053
2021-06-11,Combined Equal Weight,Combined,equal_weight,-0.005929566468440188,1.4097325444397009,-0.03859750576229781
2021-06-14,Combined Equal Weight,Combined,equal_weight,0.0007492351693836755,1.4107887656414198,-0.037877189201681816
2021-06-15,Combined Equal Weight,Combined,equal_weight,0.0008401618357091983,1.411974056520559,-0.0370688503347838
2021-06-16,Combined Equal Weight,Combined,equal_weight,-0.018244472644723616,1.3862133344713101,-0.054637021353603155
2021-06-17,Combined Equal Weight,Combined,equal_weight,-0.005570700136612287,1.378491155659597,-0.0599033550278969
2021-06-18,Combined Equal Weight,Combined,equal_weight,-0.02218297042893265,1.3479121271170549,-0.08075749110365182
2021-06-21,Combined Equal Weight,Combined,equal_weight,-0.017547477815348333,1.3242596689694293,-0.09688787863543569
2021-06-22,Combined Equal Weight,Combined,equal_weight,-0.004652135019746894,1.3180990341881782,-0.10108927816199365
2021-06-23,Combined Equal Weight,Combined,equal_weight,0.011425151616436098,1.333158515499256,-0.09081908687535456
2021-06-24,Combined Equal Weight,Combined,equal_weight,0.016931027913349436,1.3557302595380933,-0.07542571945695664
2021-06-25,Combined Equal Weight,Combined,equal_weight,-0.006932437710560353,1.3463317439615237,-0.08183527306560745
2021-06-28,Combined Equal Weight,Combined,equal_weight,0.001742640027146001,1.3486779155483684,-0.08023524246093805
2021-06-29,Combined Equal Weight,Combined,equal_weight,0.012414481983307895,1.3654210532322288,-0.06881683944958772
2021-06-30,Combined Equal Weight,Combined,equal_weight,0.0053687652260581194,1.3727516783017497,-0.06381753567813375
2021-07-01,Combined Equal Weight,Combined,equal_weight,-0.0033192767515803838,1.3681951355702697,-0.06692498436719463
2021-07-02,Combined Equal Weight,Combined,equal_weight,0.004263327713458633,1.374028199809166,-0.0629469797943113
2021-07-06,Combined Equal Weight,Combined,equal_weight,-0.004212575069847087,1.368240002869383,-0.06689438598635467
2021-07-07,Combined Equal Weight,Combined,equal_weight,-0.002181279266246696,1.3652554893198747,-0.068929749915421
2021-07-08,Combined Equal Weight,Combined,equal_weight,-0.01410093136860779,1.34600411536436,-0.08205870761121625
2021-07-09,Combined Equal Weight,Combined,equal_weight,0.015525252970304144,1.366901169754462,-0.06780743683499257
2021-07-12,Combined Equal Weight,Combined,equal_weight,6.66601212569336e-06,1.366910281534234,-0.06780122282806311
2021-07-13,Combined Equal Weight,Combined,equal_weight,-0.009426809800300117,1.354024678296136,-0.07658888339653536
2021-07-14,Combined Equal Weight,Combined,equal_weight,-0.0002584936544460198,1.3536746715088332,-0.07682757931062223
2021-07-15,Combined Equal Weight,Combined,equal_weight,-0.006653536534465437,1.3446679476261687,-0.08296994073928987
2021-07-16,Combined Equal Weight,Combined,equal_weight,-0.011967131418521893,1.3285761295826521,-0.09394415997319783
2021-07-19,Combined Equal Weight,Combined,equal_weight,-0.022459570395439405,1.29873688047459,-0.11429378489447883
2021-07-20,Combined Equal Weight,Combined,equal_weight,0.002858625921950134,1.3024494833869074,-0.11176188214874583
2021-07-21,Combined Equal Weight,Combined,equal_weight,0.022601742030328026,1.3318871106179522,-0.09168615334756769
2021-07-22,Combined Equal Weight,Combined,equal_weight,0.004775657305063477,1.3382477470272947,-0.08734835769051175
2021-07-23,Combined Equal Weight,Combined,equal_weight,0.009348842887017789,1.3507588149581584,-0.07881612087598155
2021-07-26,Combined Equal Weight,Combined,equal_weight,0.008748477236540465,1.3625758977028763,-0.070757164678797
2021-07-27,Combined Equal Weight,Combined,equal_weight,0.0027178679878509726,1.3662791991162604,-0.06823160532373751
2021-07-28,Combined Equal Weight,Combined,equal_weight,0.00635380484284413,1.3749602705082826,-0.06231133078523432
2021-07-29,Combined Equal Weight,Combined,equal_weight,0.008348407885710781,1.386438999673133,-0.05448312330482008
2021-07-30,Combined Equal Weight,Combined,equal_weight,0.00028231737218043797,1.3868304154882092,-0.05421618746483925
2021-08-02,Combined Equal Weight,Combined,equal_weight,-0.00041449549998878504,1.3862555805217418,-0.05460821059909726
2021-08-03,Combined Equal Weight,Combined,equal_weight,0.0028984554738739295,1.3902735805972934,-0.05186803459215272
2021-08-04,Combined Equal Weight,Combined,equal_weight,-0.0006855822474707851,1.3893204337113083,-0.05251805703589585
2021-08-05,Combined Equal Weight,Combined,equal_weight,0.006763876655075019,1.398717625759307,-0.04610940604077585
2021-08-06,Combined Equal Weight,Combined,equal_weight,0.006557461830400194,1.4078896632017317,-0.03985430488051045
2021-08-09,Combined Equal Weight,Combined,equal_weight,0.006843418909327442,1.417524441945133,-0.03328362567482046
2021-08-10,Combined Equal Weight,Combined,equal_weight,0.008391531950525909,1.429419643590367,-0.025171394332574093
2021-08-11,Combined Equal Weight,Combined,equal_weight,0.017641084177718844,1.4546361558482295,-0.007974360841146777
2021-08-12,Combined Equal Weight,Combined,equal_weight,-0.002135655200135237,1.4515295545776874,-0.010092985556083955
2021-08-13,Combined Equal Weight,Combined,equal_weight,0.017674559383084754,1.4771846998863731,0.0
2021-08-16,Combined Equal Weight,Combined,equal_weight,-0.008433254654068604,1.4647272251411374,-0.008433254654068634
2021-08-17,Combined Equal Weight,Combined,equal_weight,-0.015290825753124779,1.4423303363656463,-0.02359512897974625
2021-08-18,Combined Equal Weight,Combined,equal_weight,-0.008506412839214215,1.4300612790739975,-0.031900831910864236
2021-08-19,Combined Equal Weight,Combined,equal_weight,0.0064703088836362815,1.439314217272134,-0.025636931263336327
2021-08-20,Combined Equal Weight,Combined,equal_weight,0.010881405382754464,1.454975978743434,-0.0150344917224281
2021-08-23,Combined Equal Weight,Combined,equal_weight,0.01204250674871781,1.472497536786674,-0.0031730379417412857
2021-08-24,Combined Equal Weight,Combined,equal_weight,-0.00947256705076925,1.4585492051373696,-0.012615548177852709
2021-08-25,Combined Equal Weight,Combined,equal_weight,0.0038713081381516173,1.4641956985451126,-0.008793078714029234
2021-08-26,Combined Equal Weight,Combined,equal_weight,-0.016122481497608712,1.4405892304864407,-0.024773793962764024
2021-08-27,Combined Equal Weight,Combined,equal_weight,0.02151123226674198,1.4715780800244016,-0.0037954765320834527
2021-08-30,Combined Equal Weight,Combined,equal_weight,-0.006425248361791524,1.4621228253764766,-0.010196338014504924
2021-08-31,Combined Equal Weight,Combined,equal_weight,0.005361457888820466,1.4699619353330158,-0.004889547362569413
2021-09-01,Combined Equal Weight,Combined,equal_weight,0.0075310676994891764,1.4810323181836806,0.0
2021-09-02,Combined Equal Weight,Combined,equal_weight,0.007735529282360306,1.4924888870491124,0.0
2021-09-03,Combined Equal Weight,Combined,equal_weight,0.004866835916925921,1.4997525855702158,0.0
2021-09-07,Combined Equal Weight,Combined,equal_weight,-0.03628095981293478,1.4453401222837978,-0.03628095981293478
2021-09-08,Combined Equal Weight,Combined,equal_weight,-0.001571656024866978,1.4430685447726286,-0.03779559464872373
2021-09-09,Combined Equal Weight,Combined,equal_weight,-0.004756211936891717,1.436205004934228,-0.04237204272718531
2021-09-10,Combined Equal Weight,Combined,equal_weight,-0.010110524390361903,1.4216842192022807,-0.0520541635460845
2021-09-13,Combined Equal Weight,Combined,equal_weight,-0.0025804163067568195,1.4180156820599923,-0.05450025844039241
2021-09-14,Combined Equal Weight,Combined,equal_weight,-0.0014324195158687482,1.4159844887232016,-0.05585461072245135
2021-09-15,Combined Equal Weight,Combined,equal_weight,0.01287505153763258,1.434215361992001,-0.043698690176484756
2021-09-16,Combined Equal Weight,Combined,equal_weight,-0.00780368734541298,1.4230231937210271,-0.051161366606356395
2021-09-17,Combined Equal Weight,Combined,equal_weight,-0.014286215712741267,1.4026935774112945,-0.06471667999960062
2021-09-20,Combined Equal Weight,Combined,equal_weight,-0.03329331545513273,1.3559932576516518,-0.09585536261229766
2021-09-21,Combined Equal Weight,Combined,equal_weight,-0.010663478479630051,1.34153365273016,-0.10549668949555435
2021-09-22,Combined Equal Weight,Combined,equal_weight,0.025647581307518146,1.3759407461653286,-0.08255484310954742
2021-09-23,Combined Equal Weight,Combined,equal_weight,0.012260223908901548,1.3928100877986966,-0.07130676006193315
2021-09-24,Combined Equal Weight,Combined,equal_weight,-0.012367511550657524,1.3755844929499739,-0.08279238443388481
2021-09-27,Combined Equal Weight,Combined,equal_weight,-0.0024383260660474325,1.3722303694247633,-0.08502883567089681
2021-09-28,Combined Equal Weight,Combined,equal_weight,-0.014791132484124888,1.3519335282318619,-0.09856229538164274
2021-09-29,Combined Equal Weight,Combined,equal_weight,0.00746668734471468,1.3620279931980062,-0.09183154188052012
2021-09-30,Combined Equal Weight,Combined,equal_weight,-0.001785003379343116,1.3595967686273878,-0.0934526256472763
2021-10-01,Combined Equal Weight,Combined,equal_weight,0.024591481632230426,1.3930312675903278,-0.07115928254213466
2021-10-04,Combined Equal Weight,Combined,equal_weight,-0.004760865119006868,1.3863992336187712,-0.07558136791499315
2021-10-05,Combined Equal Weight,Combined,equal_weight,0.011263409404533149,1.4020148157851504,-0.06516926240064114
2021-10-06,Combined Equal Weight,Combined,equal_weight,0.005299640659841376,1.4094449905085853,-0.06021499541359021
2021-10-07,Combined Equal Weight,Combined,equal_weight,0.0056381560180195425,1.4173916612638888,-0.05491634093433673
2021-10-08,Combined Equal Weight,Combined,equal_weight,-0.0023150848948262966,1.414110279238844,-0.057104289837786815
2021-10-11,Combined Equal Weight,Combined,equal_weight,-0.004783810819609661,1.4073454431849,-0.061614924537824356
2021-10-12,Combined Equal Weight,Combined,equal_weight,-0.004723113417267522,1.400698391039463,-0.0660470236783034
2021-10-13,Combined Equal Weight,Combined,equal_weight,0.00804623580702964,1.4119687405882937,-0.05853221779814177
2021-10-14,Combined Equal Weight,Combined,equal_weight,0.012013720336223652,1.4289317381612112,-0.047221687157204095
2021-10-15,Combined Equal Weight,Combined,equal_weight,0.007506264442978243,1.4396576776588137,-0.0400698811854715
2021-10-18,Combined Equal Weight,Combined,equal_weight,-0.000656428132292667,1.4387126458583273,-0.04070000632049642
2021-10-19,Combined Equal Weight,Combined,equal_weight,0.010334411223166508,1.4535808939725972,-0.030786205699431357
2021-10-20,Combined Equal Weight,Combined,equal_weight,0.0159194670217044,1.4767211270775735,-0.01535683866408244
2021-10-21,Combined Equal Weight,Combined,equal_weight,-0.005106919703657935,1.4691796308568932,-0.020385332225780872
2021-10-22,Combined Equal Weight,Combined,equal_weight,-0.000560679350684266,1.4683558921754258,-0.020934581941629227
2021-10-25,Combined Equal Weight,Combined,equal_weight,0.00820131279086554,1.480398338135467,-0.012904960205412874
2021-10-26,Combined Equal Weight,Combined,equal_weight,0.002038046120345053,1.4834154582250694,-0.010893214989147637
2021-10-27,Combined Equal Weight,Combined,equal_weight,-0.02865986108789276,1.440900977256706,-0.03924087804865095
2021-10-28,Combined Equal Weight,Combined,equal_weight,0.016269624424211402,1.4643438949891516,-0.02360968797236751
2021-10-29,Combined Equal Weight,Combined,equal_weight,0.0023780289284411485,1.4678261471326222,-0.021287803564915997
2021-11-01,Combined Equal Weight,Combined,equal_weight,0.005496539455518863,1.4758941114641788,-0.015908273361613046
2021-11-02,Combined Equal Weight,Combined,equal_weight,0.009294275797061706,1.4896114783833863,-0.006761853444629207
2021-11-03,Combined Equal Weight,Combined,equal_weight,0.006961779327564757,1.4999818247796988,0.0
2021-11-04,Combined Equal Weight,Combined,equal_weight,-0.0004541795884501549,1.4993005636518375,-0.0004541795884501765
2021-11-05,Combined Equal Weight,Combined,equal_weight,0.00189779066858788,1.5021459222709446,0.0
2021-11-08,Combined Equal Weight,Combined,equal_weight,0.013160514517736172,1.5219149354887496,0.0
2021-11-09,Combined Equal Weight,Combined,equal_weight,0.009076821272139917,1.5357290853495813,0.0
2021-11-10,Combined Equal Weight,Combined,equal_weight,-0.014626270437855953,1.5132670964279773,-0.014626270437855915
2021-11-11,Combined Equal Weight,Combined,equal_weight,0.0028182639518571848,1.5175318825353719,-0.011849227176723764
2021-11-12,Combined Equal Weight,Combined,equal_weight,-0.0017091093745052726,1.51493825456882,-0.013538084925980742
2021-11-15,Combined Equal Weight,Combined,equal_weight,-0.0031997942733268006,1.5100907638174068,-0.01669456011268966
2021-11-16,Combined Equal Weight,Combined,equal_weight,-0.01426907675268902,1.4885431628049695,-0.030725420905778345
2021-11-17,Combined Equal Weight,Combined,equal_weight,-0.004503910391576134,1.4818388977857024,-0.03509094675485147
2021-11-18,Combined Equal Weight,Combined,equal_weight,-0.012178625840402224,1.4637921362938164,-0.04684221308434078
2021-11-19,Combined Equal Weight,Combined,equal_weight,0.0016083130038162293,1.4661463722215018,-0.04530923702095557
2021-11-22,Combined Equal Weight,Combined,equal_weight,-0.0043254668527288875,1.459804604687209,-0.04943872027082785
2021-11-23,Combined Equal Weight,Combined,equal_weight,0.010080833081749263,1.4745206512390296,-0.03985627067590414
2021-11-24,Combined Equal Weight,Combined,equal_weight,-0.0028379924818224857,1.4703359727165213,-0.042581151361195
2021-11-26,Combined Equal Weight,Combined,equal_weight,-0.029338476707881755,1.4271985550282171,-0.07067036195167142
2021-11-29,Combined Equal Weight,Combined,equal_weight,0.00891665089183127,1.4399243862967297,-0.06238385400576263
2021-11-30,Combined Equal Weight,Combined,equal_weight,-0.018449366912494755,1.4133586929676925,-0.0796822783062896
2021-12-01,Combined Equal Weight,Combined,equal_weight,-0.011750985011291234,1.396750336151051,-0.09049691805953808
2021-12-02,Combined Equal Weight,Combined,equal_weight,0.018424546320772138,1.4224848274180202,-0.07373973639744091
2021-12-03,Combined Equal Weight,Combined,equal_weight,-0.00989665005268462,1.4084069928758105,-0.08290661008402289
2021-12-06,Combined Equal Weight,Combined,equal_weight,0.017967098671794038,1.433711980286855,-0.06642910265615232
2021-12-07,Combined Equal Weight,Combined,equal_weight,0.011524713550818213,1.4502351001740375,-0.05566996548488412
2021-12-08,Combined Equal Weight,Combined,equal_weight,0.005738811185586795,1.4585577255886466,-0.05025063371992333
2021-12-09,Combined Equal Weight,Combined,equal_weight,-0.017306547344091622,1.433315127256656,-0.06668751609247059
2021-12-10,Combined Equal Weight,Combined,equal_weight,-0.0017509506946767057,1.4308054631388953,-0.06832170023451889
2021-12-13,Combined Equal Weight,Combined,equal_weight,-0.01847500062645433,1.40437133131107,-0.08553445740634003
2021-12-14,Combined Equal Weight,Combined,equal_weight,0.00037317725438743216,1.404895410748629,-0.08519319966592309
2021-12-15,Combined Equal Weight,Combined,equal_weight,0.01533648303075982,1.4264415653755675,-0.07116328069617595
2021-12-16,Combined Equal Weight,Combined,equal_weight,-0.0014557751549373454,1.424364987184724,-0.07251545811513194
2021-12-17,Combined Equal Weight,Combined,equal_weight,-0.014493090540587993,1.4037215364626123,-0.08595757555566508
2021-12-20,Combined Equal Weight,Combined,equal_weight,-0.00632234933448746,1.3948467185407523,-0.09173647106954397
2021-12-21,Combined Equal Weight,Combined,equal_weight,0.01771832215144134,1.4195610620517383,-0.07564356526554905
2021-12-22,Combined Equal Weight,Combined,equal_weight,0.005884459350951684,1.4279144114175755,-0.07020422739956356
2021-12-23,Combined Equal Weight,Combined,equal_weight,0.012980871774251779,1.4464499852967931,-0.05813466769919606
2021-12-27,Combined Equal Weight,Combined,equal_weight,0.011695336888605877,1.4633667051673582,-0.04711923533423934
2021-12-28,Combined Equal Weight,Combined,equal_weight,-0.009558348712256833,1.4493793359054623,-0.05622720196411657
2021-12-29,Combined Equal Weight,Combined,equal_weight,-0.004461703030257021,1.442912635730461,-0.06043803591698749
2021-12-30,Combined Equal Weight,Combined,equal_weight,0.0015601369410051654,1.4451637770361072,-0.05897219058845815
2021-12-31,Combined Equal Weight,Combined,equal_weight,-0.0034643943065615678,1.4401571598748943,-0.06223228197369968
2022-01-03,Combined Equal Weight,Combined,equal_weight,0.003123160162046699,1.444655001343702,-0.05930348319550638
2022-01-04,Combined Equal Weight,Combined,equal_weight,0.004945424476565641,1.4517994335475402,-0.054651339616281436
2022-01-05,Combined Equal Weight,Combined,equal_weight,-0.018520541664949257,1.4249113216493732,-0.07215970886882206
2022-01-06,Combined Equal Weight,Combined,equal_weight,0.00035154698139848624,1.4254122449232594,-0.07183352941525512
